pair_id,scenario,source_robot,source_key,source_timestamp,target_robot,target_key,target_timestamp,status,label,scene_type,fitness,fitness_threshold,init_yaw_step,init_yaw_rad,converged,scan_raw,map_raw,scan_filtered,map_filtered,pcd_saved,evidence_dir,original_csv,original_seq,gicp_status,loop_symbol_pair,entered_pcm,pcm_status,final_used,failure_type,pcm_log_file,pcm_log_line,pcm_log_action
scenario_02_long2_rerun_20260528_00017,scenario_02_long2_rerun_20260528,robot_0,139,1163.417626835,robot_1,131,1163.901398420,passed,0,hard_negative,0.035007,0.300000,20,2.094395,1,2953,69669,2953,7150,1,evidence_pairs/scenario_02_long2_rerun_20260528_00017,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,105,passed,a139-b131,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,637,add
scenario_02_long2_rerun_20260528_00019,scenario_02_long2_rerun_20260528,robot_0,146,1169.118125834,robot_1,109,1124.390720367,passed,0,hard_negative,0.072975,0.300000,0,0.000000,1,2984,115846,2984,8838,1,evidence_pairs/scenario_02_long2_rerun_20260528_00019,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,108,passed,a146-b109,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,639,add
scenario_02_long2_rerun_20260528_00020,scenario_02_long2_rerun_20260528,robot_0,147,1170.217844835,robot_1,113,1128.791500329,passed,0,hard_negative,0.089392,0.300000,0,0.000000,1,3104,111831,3104,8708,1,evidence_pairs/scenario_02_long2_rerun_20260528_00020,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,109,passed,a147-b113,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,638,add
scenario_02_long2_rerun_20260528_00021,scenario_02_long2_rerun_20260528,robot_0,148,1171.717855838,robot_1,122,1154.896129369,passed,0,hard_negative,0.096413,0.300000,0,0.000000,1,2899,103073,2899,8156,1,evidence_pairs/scenario_02_long2_rerun_20260528_00021,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,110,passed,a148-b122,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,657,add
scenario_02_long2_rerun_20260528_00022,scenario_02_long2_rerun_20260528,robot_0,149,1173.218000833,robot_1,122,1154.896129369,passed,0,hard_negative,0.199066,0.300000,1,0.104720,1,2987,108287,2987,8218,1,evidence_pairs/scenario_02_long2_rerun_20260528_00022,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,111,passed,a149-b122,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,656,add
scenario_02_long2_rerun_20260528_00023,scenario_02_long2_rerun_20260528,robot_0,150,1173.917244833,robot_1,120,1149.395059346,passed,0,hard_negative,0.239224,0.300000,1,0.104720,1,3000,112297,3000,8366,1,evidence_pairs/scenario_02_long2_rerun_20260528_00023,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,112,passed,a150-b120,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,655,add
scenario_02_long2_rerun_20260528_00025,scenario_02_long2_rerun_20260528,robot_0,165,1184.317503837,robot_1,142,1179.125193356,passed,0,hard_negative,0.126081,0.300000,0,0.000000,1,2888,78772,2888,6801,1,evidence_pairs/scenario_02_long2_rerun_20260528_00025,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,114,passed,a165-b142,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,702,add
scenario_02_long2_rerun_20260528_00026,scenario_02_long2_rerun_20260528,robot_0,166,1184.716820835,robot_1,143,1181.528348445,passed,0,hard_negative,0.105192,0.300000,0,0.000000,1,2960,76242,2960,6747,1,evidence_pairs/scenario_02_long2_rerun_20260528_00026,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,115,passed,a166-b143,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,701,add
scenario_02_long2_rerun_20260528_00028,scenario_02_long2_rerun_20260528,robot_0,168,1186.217104837,robot_1,140,1175.119920253,passed,0,hard_negative,0.115924,0.300000,1,0.104720,1,3003,83909,3003,6898,1,evidence_pairs/scenario_02_long2_rerun_20260528_00028,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,117,passed,a168-b140,1,accepted_used,1,pcm_accepted_false_positive,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,700,add
scenario_02_long2_rerun_20260528_00030,scenario_02_long2_rerun_20260528,robot_0,171,1188.017605836,robot_1,112,1127.691264390,passed,0,hard_negative,0.077919,0.300000,20,2.094395,1,3010,121516,3010,8850,1,evidence_pairs/scenario_02_long2_rerun_20260528_00030,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/loop_debug/robot_1_pid114812/loop_matches.csv,119,passed,a171-b112,1,pending_not_used,0,gicp_false_positive_not_used,/home/wurenche/co_lrio_output/20260528_ml_joint_rerun_analysis/long2_my_long1_params/long2_my_long1_params.launch.log,710,delay
